ahlan.	hello
Mr7ba, alah yawdi!.	Yes, of course!.
achmn dissir bghiti?.	What kind of fruit do you prefer?.
zzbib o mchmach yabss homa a3azz haja 3ndi.	raisins and dried apricots are my favourites.
Wakha, andir dakchi..	All right, I'll do that..
n9dr ngad zaja, tahwa, ila bghiti..	I can make glassworks, too, if you want..
hadchi mnasb f l3otla..	It's convenient for the holidays..
bghitha b7al chi kswa zwiwna..	I would like to make it fancy dress too..
n9dro ndiro b7al chakhsyat James Bond awla l9arasina..	We could have a theme like James Bond characters or pirates..
aah..	Sure..
3jbatni fikrat James Bond..	I like the idea of James Bond characters..
aykhali nass ybano mbogssin..	It makes people look a little bit classy..
ana ankon Octopussy..	I'll be Octopussy!.
bighitini nkon James?.	You want me to be James?.
lmochkila i9dro ykono bzaf dyal James..	The problem is there may be several James!.
fi3lan, ghatkon a7ssan James ga3!.	Of course, you'll be the best James ever!.
ana maknchbhch lih....	I don't look like him....
wakha,w lmchrobat, ach ndiro fihom?.	Well, how about the drinks, what do you suggest?.
n9dro ndiro sangria..	We could make sangria..
o ila kan ljow mzyan n9dro n7taflo f jarda..	And if the weather is nice we could hold it in the garden..
ayeh, hadi fikra mazyana..	Yes, that's a good idea!.
daba Safi khassna ghir nchofo dyaf li ghay7adro wnsifto l3raDat..	Now all we have to do is make the guest list and send out the invites..
ghadi nbda fdakchi..	I'll get started on it..
3andi aghlabya t nnas f email o hadi ghatkoun assra3 Tari9a..	I've got most people in email so that would be the quickest way..
ah.	Yeah..
ghadi ndir E-mail..	E-mails will do..
hadi bddebT hya l3otla li bghit..	This is exactly the vacation I wanted..
piscine, chamch o tta haja khra..	A swimming pool, sun and nothing else..
Safi ta7aja akhra?.	Nothing else?.
7ta chi ri7la l mdina?.	Not even a trip into town?.
nsit ktab zwiin..	I forgot a good book..
n9dro nmchiw ndiro tasawe9 siya7i,nchofo l atar li f lmdina!.	We could do some tourist shopping, or even go sightseeing!.
lmdina, kanchofha l3am kaml!.	The city, I see it the rest of the year!.
walakin lmdina hya lmdina..	But the city's the city..
7na brra!.	We're abroad!.
machi b7al b7al..	It's not the same thing..
machi nfs lhaja..	It's not the same thing..
ghaykon bni jdid nchofoh, tamatil, atar, ma3arid ta3 lfan..	There'll be new architecture to see, statues, monuments, art galleries..
nta 3andk m3a ta9afa!.	You know culture!.
ah, walakin zwin mara mara tglss fchi blassa trta7..	Yeah, but it's nice every once in a while to land somewhere and relax..
walakin 7na mrta7in l3am kaml..	But we relax the rest of the year..
kaddowez nhar kaml fdar galss tatchmch f jarda..	You spend all day at home sunning in the garden..
ana bssa7 bghit nkhroj chwiya..	I really want to get out a bit..
had drari sghar ba9i tylo7o 3lia!.	And those kids keep splashing me!.
3layach tathdr?.	What are you talking about?.
t9dr tmchi ila bghiti, wrj3 lia.	You can go if you want, and you come back for me.
kays7ab lihom rchan lma 3liya rah kayda7ek.	They think it's really funny to spray water at me..
makan9drch n9ra mnin kaykono Saf7at sardin.	I can't read when the pages are wet..
mabghitch na3ya.	I don't want to tire.
ana maghadi l7ta blasa.	I'm not going anywhere!.
ach ban lik ila 7atina rwayd dyal namosiya dyalk o ana ndaf3k fga3 nawa7i dyal lmadina.	How about we put wheels on your sunbed and I push you around town on it..
wach hadchi m9bol?.	Would that be ok?.
ghadi ykon b7al karosa.	It would be like a rickshaw!.
o kifach ghadi nwali nban.	And what would I look like?.
jib liya pisin akhor f lmadina.	Get me another pool in town..
9a9dr hir tekka f chamch o t8adn.	You could just lie back in the sun and relax!.
o mazal n9dro ndoro f lmadina majmo3in!.	And we'd still get to go around town together!.
machi 3adil.	It's not fair..
machi m39oul.	It's not fair..
7na dima kandiro dakchi likatbghi.	We always do what you want to do..
ghadi nmchiw lmdina ghda.	We'll go into town tomorrow..
walakin ghda 3amro makayji.	But tomorrow never comes..
wach katwa3d?.	Do you promise?.
ah, kanwa3dk.	Yes, I promise..
fkker fchi barnamaj..	Think about a program..
daba t9dr t7at chwiya dyal wa9i chamch, 3afak.	Now can you put some sunscreen on, please?.
Oh nta wla ana?.	On you or me?.
Ahlan Lhossein, kidayr lyoum?.	Hello Lhossein, how are you today?.
ana charfa, o ga3 3dami kaydrroni.	I'm old, and all my bones ache.
wach hdarti m3a lfrmlia o m3a tbib?.	Did you talk to the nurses and the doctor?.
momkin n3Ti chi 7aja bach nkhaffaf alam dyalk.	Maybe it's possible to offer something to ease your pain?.
kanfadal kas kbir dyal chrab chokran lik.	I would prefer a large glass of wine thank you..
ana mamt2akdach Tbib wach mwaf9 3liha, walakin ta9dr tswlo.	I'm not sure the doctor's okay with it, but you can ask him..
jit bl7alwa.	I came with cakes.
Tbib ghaliban ghaygol 'la', dakchi 3lach ghadi nkhrj o nchri 9ar3a dyal lma o nkhzanha.	Doctor will probably say 'no', so I'll just go out and buy a bottle of water and hide it.
y9dr hadchi yfar7k ....	Maybe this will cheer you up....
l7alwa fikra zwina.	The cakes are a good idea..
n9adro ntmat3o bihom m3a kas wla joj dyal atay.	We can enjoy them with a cup or two of tea..
ila bghiti tchri 9ar3a dyal chrab o tchrabha btkhbia, chri 9ar3a zwina.	If you want to buy a bottle of wine and drink it secretly, buy a nice bottle.
jabt lik 7ta CDs dyal jazz likay3jbok.	I also got your favorite jazz CDs..
ba9i 3ndi lflos mn 3id miladi.	I still have money left from my birthday.
aji dghya..	come over as soon as you can..
ghadi nkono baslin bzaf, o ghadi nkmiw joj gwarowat sghar dyali.	We'll be really naughty, and smoke two of my small cigars as well..
machi fikra khayba.	It's not a bad idea.
walakin kifach n9dro nTfiw ssffara dyal l3afya bdokhan.	But how could we not turn off the fire alarm with the smoke.
39el, akhir mra, rfDat.	Remember, the last time, she had declined.
o lfrmlyat makanoch far7anin 7it kays7ab lihom kant l3afya flmo2assasa.	And the nurses were not happy because they thought there was a fire in the establishment.
ghadi ikhssk ta7tafd b nabid o lgaro ka sirr.	You will have to keep the wine and cigars as a secret.
Ah, walakin m3a dokhan dyal garo, maghadich tban makhzona bzaf.	Yes, but with the smoke of the cigar, it's not very discret.
ghadi ghir ykhasna nmchiw ljarda b joj gwaro o joj kisan.	We will just have to go into the garden with two cigars and two glasses.
ghadi nDbber 3la 7alwa ta8ia.	I'll also have the cake.
3lach matjibch 9ar3a 7tta hia.	Why don't you bring a bottle as well.
S7abni bila nta m9sse7 fga3 lblays.	I thought you hurt all over?.
bghiti tmchi tchta7.	You want to go dancing?.
7ta 7aja mchia llbar maghadi tkhlliha mamsawbach.	Nothing that a visit to a night club wouldn't fix.
Bla i8ana, mamt2kkedch bila rak m3rof bzaf bin lbnat.	No offense, I'm not sure you're very popular with young women..
mnin kayskr bnadm, maghay8tmch b snani.	When people get drunk, they won't care about my teeth.
bssa7..	That's right..
l irtibaT dyalk kan fchkel..	Your comment was a bit odd..
nta rah chibh 3ma..	You're nearly blind.
makanch 8ojoumi walakin kan m39oul.	It wasn't offensive but realistic.
walakin kantaf9 m3ak....	But I agree with you....
7ta ana,bsnan dyali istina3iyin ondaderi lkbar, machi zwina bzef....	Me too, with my false teeth and my huge glasses, I'm not very attractive....
wSlat..	she has arrived..
raha khdat m3aha bnti..	She's taken my daughter..
hani mchit n3es..	I'm off to bed..
9leb 3la lbar dyalk.	Find your own night club.
kanDn anani 2aditk....	I think I hurt you....
walakin 39l... ala kna sghar ozwnin... 7na daba kbar.	But remember... if we were young and beautiful... we are now old.
o 7ta snan l2istina3iya.	Including false teeth.
ana ghi 3asabi had lila.	I'm just irritable tonight.
 nchoufouk a khona.	See you later brother.
tsba7 3la khir.	Good night.
3fak glas..	Please take a seat..
imkank t7at lmonto fl3la9 tma..	You can put your coat on the hook over there..
ewa, chno li jabak l8na lyouma?.	So, what brings you here today?.
doctor, dazou bzef dyal lyali mali kant kan3es.	Doctor, it's been several nights since I've been sleeping.
kayna chi 7aja m9l9ani..	There's something I'm worried about..
kalkin ma3reftch chno.	But I just can't figure out what.
wakha, momkin n7awlo na3rfoh bjoujna!.	Well, we could try to figure it out together!.
bach nkono waD7in.	Just to be clear.
wach kat9sed anak kat3ani bach tn3as ola katn3es bzaf?.	do you mean you're struggling to sleep or that you're sleeping too much?.
ana machi na3es..	I'm not sleeping..
kan7wel n3ref chno kaydor frassi..	I'm trying to figure out what's on my mind..
o ila n3st kaykoun 3andi a7lam ghariba..	And if I get to sleep, I have strange dreams..
chno kaytra fhad l a7lam dyalk?.	What happens in these dreams of yours?.
wach momkin tfker f2ay irtibat mo7tmal b7ytak alywmiya?.	Can you think of any possible link to your day-to-day life?.
ah, momkin..	Yes, it is possible..
ola momkin ala..	Or maybe not..
momkin howa chi 7aja 9adima..	Maybe it's an older thing..
wach momkin twSef akhir 7olm dyalk?.	Can you perhaps describe your latest dream?.
ah.	Yes.
ana f7awD dyal al7out.	I'm in an aquarium.
kolchi madlem 7daya.	Everything is dark around me.
ahaa... kmmel..	Uh huh... go on..
kanta9l bso8ola bin l7jar ol a3chab alb7riya.	I move easily between rocks and seaweed.
l7awd dyal l7out zwin, maymkanch liya nchof chrajam.	The aquarium is awesome, I can't see the windows.
l7outa katgol salam.	The fish say hello.
chi nas makay3rfonich.	Some people don't know me.
kat3rfhoum?.	Do you know them?.
kat3ref l7out tahowa?.	Do you know the fish too?.
fayt lik kat3rfhoum?.	Are they familiar to you?.
makn3rfch smithoum..	I don't know their names..
bga3 al9iyasat.	Of all sizes.
bga3 l a7jam.	Of all sizes.
kan2aman bjad 7oriyat alb7er saghira tahoa.	I believe the grandfather of the little mermaid too.
kat9sed anaho 7ta howa kayn tmma.	You mean that he's there too?.
ach kaydir fl7awD?.	What is he doing in the aquarium?.
ah, hwa hadak..	Yes, he is..
rah kayTayab lbayd 3la Taba9..	He's cooking eggs on the plate..
hadchi motir lil2ihtimam?.	That's interesting?.
hadchi motir?.	That's interesting?.
wach kayn djaj tmak ta8wa?.	Are there chickens there too?.
hadchi momkin ikon motir lil2ihtimam..	This could be very interesting..
hadchi momkin ikon motir..	This could be very interesting..
djaj?.	Chickens?.
blbayD?.	With eggs?.
ola bayD dyal l7ot - magltich lia achmn no3 kan..	Or fish eggs - you didn't say what kind they were..
bayD kbir bzaf..	Huge eggs..
sam7lia, sam7lia..	I'm sorry, I'm sorry..
imkn lbiD mn 7ota kbira bzaf..	Maybe the eggs are from huge fish..
makaynlach..	Don't be..
mat9alle9ch..	Don't worry..
machi lkhata2 dyalk 7it 3ndak a7lam fchkel.	It's not your fault you have strange dreams.
imkn momkin trsem l2a7lam dyalk..	Perhaps you could draw your dreams..
i9dar i3awn annak tfham lmacha3ir likayna morahom.	It might help to understand the emotions behind them.
otkherrej chi 3amal fanni zwin mli tkon tma!.	and produce a nice piece of artwork while you're at it!.
ach had zzmer wa93?.	What the hell is going on?.
rah 7bas bin liTajat..	It's stopped between floors..
ghadi nbrak 3la lboton dyal liTaj tani mra khra..	I'll press the button to floor two again..
Ah, dir hadchi bzarba, 3ndi ijtima3 mn daba 15 d9i9a.	Yeah, make it quick, I have a meeting in 15 minutes..
wach khddam?.	Is it working?.
wakha wakha..	Ok OK..
rah warakt 3lih walakin mazal mkant7arko..	I've pressed it but we are still not moving..
wach kayn boTon dyal tawari2?.	Is there an emergency button?.
chof, nta l9ddam!.	Look, you're in front!.
Sara7atan makaynch ta7ed lit3awal 3lih fhad l3imara?.	There's really no one else we can count on in this building!.
ghadi ikhassni n9adam chakwa lkhidma ti9nia!.	I'm gonna have to complain to the technical service!.
hadi faDi7a!.	It's a scandal!.
hadi chou8a!.	It's a scandal!.
t8adan, lghwat maghadich i3awn..	calm down, shouting won't help..
khasna n3rfo achno ghadi ndiro..	We need to work out what to do..
imkan kayna ichara 8na..	Perhaps there is a signal here..
wach tilifon dyalk m3ak?.	Have you got your phone with you?.
wach 8azz m3ak tilifon dyalk?.	Have you got your phone with you?.
maghadich nt8dden!.	I'm not going to calm down!.
3ndi mokalama m3a lbiro f Rbat f 9ell mn 15 d9i9a..	I have a call with the Rabat office in less than 15 minutes..
man9darch nzgl8a..	I can't miss it..
Sando9 kay3tamad 3lih..	The box depends on it..
Salaire dyalk kay3tamad 3liha..	Your salary depends on it..
Tlab lmosa3ada!.	Call for help!.
3yeT 3la chi 7edd .	Call someone.
kayn tma lboton l7mar lkbir!.	There's the big red button!.
Bismi allah!.	In the name of God!.
Bsmlah!.	In the name of God!.
3lach lkhata2 dyali?.	Why is it my fault?.
3lach lghalaT dyali?.	Why is it my fault?.
kon khllestini ktar, kon wrrekt 3la bzaf dyal lbotonat bach i3awnok.	If you paid me more I would press more buttons for help.
achban lik nghnni lik oghnia bach trta7?.	What if I sing you a song to calm you down?.
wakha, rah wrrkt 3la lboton l7mar lkbir o maw9a3 walo..	Right, I've pressed the big red button and nothing has happened..
ta7aja maw93at.	nothing has happened.
awdi, tilifoni mkhddamch fhad lbwaTa tl7bs!.	Well, my phone doesn't work in the damn box!.
nta khasak tdbber 3la tilifon 7sen.	You need to get a better phone.
la, maghadich tghnni!.	No, you're not going to sing!.
makan7mlch lmoghanyin!.	I hate singers!.
rajli l9dim kan moghni..	My ex-husband was a singer..
kan kayghni fga3 l aw9at..	He used to sing all the time..
makand9droch ga3 nrkkzo fdar..	We could never concentrate at home..
ola n3as..	Or sleep..
kan kayghani 7tta fn3aso..	He even sang in his sleep..
wach katkhyyli!.	can you imagine!.
ma3raftch 3lach kangolik hadchi..	I don't know why I'm telling you this..
yalah nkhrjo mn8na!.	Get us out of here!.
yalah nt7rrko mn 8na!.	Get us out of here!.
wakha wakha..	OK OK..
rah kayt7rak daba o8na liTaj ttani..	It is moving now and here is floor two..
ghadi twsal l ijtima3 dyalk flwa9t, walakin machi m3aya..	You will get to your meeting on time, but not with me..
3yit mnak..	I've had enough of you..
ghadi nsa7ab!.	I quit!.
ahlan Sami, kifach rak dayar lyoma?.	Hello Sami, how are you today?.
ahlan Sami, ach kat3awd lyom?.	Hello Sami, how are you today?.
kif wlla ilti8ab lmafasil li3ndk?.	How is your arthritis?.
ljaw mzyan bzaf, kantmna maykonch khayab bzaf!.	The weather is so good, I hope it's not too bad!.
Ah, ahlan, ana fr7an 7it chftk, modda twila dazt!.	Ah, hello, I'm glad to see you, it's been so long!.
lso2 l7ad, rotoba kadir l9walb m3aya.	Unfortunately, the moisture is playing tricks on me.
o lti8ab lmafasil li3andi krfsni bzaf.	and my arthritis makes me suffer terribly.
inchalah ghatmchi 9ariban.	Hopefully it will go away soon.
hadachi zwin, walakin rak 3arf kifach kaykon hadchi fl3mr dyali.	That's sweet, but you know what it's like at my age.
maghadich t9dr t3raf m3amn tla9it f jjam3 sbt lidaz - Driss!.	You'll never guess who I ran into at the mosque last Saturday - Driss!.
fkkrni f l7fla li dwwzna l3am lifat.	He reminded me of that party we had last year.
ch7al kan zwin tglas bra fdak lwa9t.	how lovely it was to sit outside then.
Ah, mab9inach djajat mn b3d.	Yes, we're all no chickens anymore.
Lalla Imane, kifach dowwez had lwa9t kamlo?.	Dear Imane, how has he been all this time?.
wach khda lwa9t flkhar bach itsajal f la salle?.	Did he finally take the time to sign up for the Gym?.
kayban bikhir.	He seems to be doing well.
walakin rak 3arf dakchi liw93 lih m3a mrato l3am li fat.	though you know what happened with his wife last year.
hwa choja3 bzaf.	he's being very brave.
masma3tch 3la lkhota dyal lmatch?!.	I haven't heard about the plans for the match?!.
ya3la ne7s!.	How unfortunate!.
kanDn bli kan ghaykon f nadawat dyal drari fach kan ba9i flmidna.	I think he should have been in the seminars for kids while he's still in town.
walakin imkn khssk tchtarak f had l anchiTa?.	But maybe you should also sign up for these activities?.
Hahaha, makan7tajch nadawat lit3llemni!.	Hahaha, I don't need seminars to teach me!.
walakin sm7 lia, ghadi ikhssni nkhlik daba.	But I'm sorry, I'm going to have to leave you now.
aykhasni nrja3 ldar flwa9t bach ngadd lghda ola ghadi iw9a3 lia nawbat anb9a nskhaf mra khra.	I must get home in time to prepare lunch or I'll get those fainting spells again.
walakin kan zwin anani nchofk!.	But it's been lovely to see you!.
aykhasak tji tzorni 9riban.	You must come visit me soon.
mzyaana anani nchofak 7ta ana!.	It was good to see you too!.
